sentence_count,english_word,non_english_word,CC,DT-PDT,IN,JJ,JJR,JJS,MD,NN,NNS,NNP,NNPS,RB2,RBR,RBS,VB,VBD-VBN,VBG,VBP-VBZ,other_tags,word_count,td_idf,unique,score,essay_wo_stopwords
10,155,7,3,22,22,8,0,1,3,34,6,4,0,8,1,0,7,9,5,6,24,79,7.136653015977192,61,2.5,feature setting affected cyclist many way @ num1 mile need water supply cyclist found rusty pipe tarlike substance came brackish water substance cycling need clean water next terrain changed flat hilly need water last thing need challeged later food car building sile feeling worst would want someone near case fall one site road lostly seeing old welch grape juice factory would affect cyclist seeing image drink factory right infront business make fell like never make feature setting affect cyclist
8,88,6,4,12,10,8,0,0,1,19,4,1,0,1,0,1,2,10,0,7,14,43,5.715689388045715,39,1.5,feature setting dramaticaly affect cyclist everything fine ran water reached hill callada woudn dehydrated hill sure play mind import setting welchs grape juice factory would grape juice wanted abandoned ironic twist call last one hte bait shop sawes life old man offer direction
12,179,6,6,21,18,8,1,1,3,32,3,7,0,15,0,0,10,22,10,2,30,84,7.083135459608386,61,2.0,feature setting effect cyclist middle water direction man also thirsty water left water bottle began get thirsty found example show thirsty speed limit @ num1 water depleting @ num2 sometimes life feel cruel saying @ num2 @ num1 saying getting exhausted needed water get feeling refreshed also fact one sight give direction effected didnt know next refudge one sight building car structure kind man point view probably thought civilization many mile away probably could make setting effected making probably begin stress panic lot part
8,151,2,4,17,18,6,2,0,0,30,7,3,0,8,0,0,7,4,2,17,28,75,7.496663444615744,64,3.0,feature setting affect cyclist many way example feel dehydrated tired riding desert lack water often feel way jogging extended period time men story left confines porch since carter office also add story due role cyclist take unmarked shortcut turn horrible welch factory affect cyclist increase thirst cause think sign showing grape juice look irrisistable drive keep forward search anything drink terrain charge also affect cyclist cause work ever harder get hill rather ride flat terrain
7,172,2,3,19,28,9,1,0,6,26,8,7,0,9,5,0,11,15,5,6,19,89,6.787843585575268,55,2.5,feature setting affect cyclist many way example paragraph @ num1 say traveling high desert california june @ caps1 heat cyclist experienced since desert june made dehydrate faster heat made drink ran water quickly would try conserve water drinking would cause dehydrate losing body fluid sweat secondly paragraph @ num2 say flat road replaced short rolling hill hill affect cyclist would need use energy cycle hill would cause become exhausted quickly would flat land setting different hilly desert cyclist would become dehydrated tired conclusion feature setting affect cyclist many way
6,134,1,4,18,17,7,3,1,4,21,4,4,0,4,1,0,9,3,6,11,18,62,6.678891833022783,49,2.0,feature setting directly affect cyclist traveling high desert california june affect cyclist june hot going desert make worse would continue drink water also using energy making sweat drink water one ramshackle shed several rusty pipe corral hold lamest mule greeted could also cause problem renew water source mean conserve use much energy thing factor setting desert water affecting cyclist cycling cold day
7,90,1,4,10,11,5,1,0,1,13,1,2,0,10,0,0,4,6,3,9,11,45,5.642530873401472,39,1.5,cyclist exceed posted speed limit affected greatly feature setting first weather extremely hot hot weather make feel exhausted like anything also one sight alone making feel small helpless know one around get scared finally water around author obviously dieing thirst nothing around act even thirstier
3,58,1,1,14,9,3,0,0,0,15,1,0,0,2,0,0,0,7,3,1,3,29,4.517198997358461,22,1.0,setting effected cyclist rough road cylist hard time pedaling road snake cyclist got scared snake ride town fact running water water found tasted like battery acid setting rough cyclist
7,187,1,9,26,17,12,1,0,1,34,6,3,0,9,1,0,8,9,7,16,29,95,7.297067753309329,69,3.0,feature setting affect cyclist making tiered scared thirsty cause worry setting hot california day june cyclist riding heat hill difficult terrain cyclist describes land say flat road replaced short rolling hill also say one long crippling hill cyclist get doubt fear thirst start get say really matter going die bird would pick clean cyclist find bait shop almost lost hope way shop say slowly gaining elevation losing hope end setting make cyclist regain strength see bait shop see say easily rounding bend trouble thirst fear behind feature setting put cyclist unsteady ride fear hope confidence
4,65,1,3,8,10,3,0,0,0,12,1,0,0,6,0,0,3,2,4,5,9,29,4.448930916451369,24,1.0,feature setting affect cyclist helping get water thirst getting back road go ever trying go thing never say anything getting bait fish also cyclist affected almost died thirst road
1,9,1,0,1,1,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,2,6,2.291944394404692,6,1.0,race trying get yosemitre rushing river
4,86,2,7,10,8,4,3,0,1,15,2,2,0,5,0,0,10,0,2,8,11,40,5.036402166575602,31,2.0,feature setting affect cyclist many way desert rahas make want lay try go know end grassy flowery land sense rout make want keep going see many thing hill terrain make harder keep going chalange good workout time setting affect cyclist
10,184,1,9,21,20,14,0,0,1,24,14,7,0,12,0,0,4,12,7,13,30,95,8.901605595672976,89,3.0,cyclist first recieves direction yosemite park old timer met pretty confident knew talking dismay elderly men sent life threatening condition deserted area cyclist begin journey hot june weather rode morning strong leg smile face continues forward notice building car people kind pass abandoned town creep desert flat land flatland however morphs crippling hill tumbleweed snake awaiting terrain suddenly different cyclist rapidly deteriorating tiredness lack water make cyclist think going die bird would pick clean amazing cyclist able reach small fishing camp quickly replenished gary wilber fish camp saved cyclist almost certain death always use map
6,85,7,0,17,13,3,0,0,0,17,6,15,0,3,1,0,1,3,1,8,7,54,5.7806468470115195,41,2.0,essay rough road ahead exceed posted speed limit feautures area cyclist ride affect greatly example narration say point humble weed crossed path kurmaskie @ num1 tone cyclist quote show despare creeping mind also another good example narration say @ caps1 hill building came view kurmaskie @ num1 cyclist sound hopfull area cyclist enters affect
7,96,1,5,13,11,8,0,0,0,18,4,2,0,5,0,0,2,8,3,8,10,46,5.872675562291299,39,2.0,story cyclist affect many feature desert main feature heat traveling high desert california june also running low water water bottle contained tantalizing sip faced extrem heat lack water tired long way go far town deserted finally reach bait shop water refill water promised stick map future
4,58,1,2,9,8,4,0,0,1,9,6,0,0,0,0,0,1,5,1,7,6,29,4.689893422653698,25,1.5,essay setting affect cyclist different way example couse must tough dehydrated say rolling hill rough road another example dangerous animal like snake came across conclusion reason setting affect cyclist
4,86,3,2,12,11,2,0,1,0,18,4,0,0,6,0,0,3,2,0,10,18,43,5.397903891934537,38,2.0,terrain described essay add affect strugles cyclist example author say car building sight add affect really middle nowhere also add lot affect come upon abandond juice factory thirsty put stone mouth gather saliva also finally find water oldtimer asks know best way go
4,60,4,1,4,10,2,0,0,1,8,2,1,0,4,0,0,2,7,4,5,13,28,4.6389029303357505,26,2.0,essay cyclist riding desert extremely hot june cause alot problem said since hot afaid getting dihydrated also explains road getting hilly would caused work harder meaning lossing water
7,71,0,0,13,7,7,0,0,1,15,2,0,0,3,0,0,4,6,2,1,10,34,5.010642388713529,29,2.0,feature setting negatively affect cyclist cyclist arrived first town could tell issue deserted run area water hot road setting started change flat land hill big snake road becoming dehydrated going hilly area little water
1,27,1,3,1,2,4,0,0,0,4,0,0,0,1,0,0,0,4,0,2,7,10,2.751776881833918,8,0.0,think explains good job good either right thing thing worng
5,100,2,3,15,13,6,0,0,3,15,4,11,0,4,0,0,6,4,2,5,12,54,5.913403514171094,42,1.0,essay rough road ahead @ caps1 posted speed limit joe kurmaskie feature setting affect cyclist dehydration caused heat could enough water caused cyclist sweat feel nautious wide ring dried sweat circled shirt growing realization could drop heatstroke caused laugh quote thinking bad horrible thing could happen already bad state conclusion feature setting affect cyclist
6,102,0,2,12,16,4,1,0,2,16,3,0,0,5,0,0,7,11,1,1,21,46,5.685000508133716,37,2.5,feature affect cyclist big way one heat beating made sweaty hot tired heat also made thirst led drink lot water little amount time ran water next town also fact desert tree give time shade could rest also people around help give water ride struggled thought could
9,137,3,2,24,16,8,1,0,4,30,9,11,0,2,0,0,7,10,1,8,11,76,6.842590199716791,54,2.0,thing affect cyclist lack water water bottle contained tantalizing sip water big importance stort men body need water work right @ caps1 humid dry weather california affect high desert california june l could drop heatstroke sun unbearable expessary without shade water @ caps2 affect cyclist animal one sight would lot easier cyclist store people would around @ caps2 exact animal @ caps3 large snake crossed path diamondback blocked majoritly pavement would worry thing thing affect cyclist
4,74,3,0,9,12,6,0,0,2,17,5,3,0,2,0,0,4,0,3,6,8,44,5.264269054716756,34,2.0,rolling hill open terran hgh desert feature setting affect cyclist first rolling hill could take energy cyclist travel mile end open terrain lead beating sun also put pressure cyclist lastly high desert would affect cyclist pedal mles end rough dry terrain putting strain overall
